09:22:27	 Account: hatuthuyen1	Name: Teolas	 DelItem: Tóc S­¬ng
15:38:48	 Account: nhidaica007	Name: anmayquakhu	 DelItem: Kim Phong Thanh D­¬ng Kh«i
15:45:23	 Account: bocaian1	Name: ThİchCh©nQuang	 DelItem: [ Nguyªn So¸i ] chiÕn m·
15:45:56	 Account: bocaian1	Name: ThİchCh©nQuang	 DelItem: [ Nguyªn So¸i ] chiÕn m·
15:45:56	 Account: bocaian1	Name: ThİchCh©nQuang	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 1]
15:46:06	 Account: sanbos01	Name: boss01	 DelItem: ThiÕt La H¸n
15:46:06	 Account: sanbos01	Name: boss01	 DelItem: ThiÕt La H¸n
15:46:06	 Account: sanbos01	Name: boss01	 DelItem: ThiÕt La H¸n
15:46:06	 Account: sanbos01	Name: boss01	 DelItem: Bµn Nh­îc T©m Kinh
15:46:06	 Account: sanbos01	Name: boss01	 DelItem: Bµn Nh­îc T©m Kinh
15:46:06	 Account: sanbos01	Name: boss01	 DelItem: ThiÕt La H¸n
15:46:22	 Account: bocaian1	Name: ThİchCh©nQuang	 DelItem: [ Nguyªn So¸i ] quan Ên
15:46:57	 Account: bocaian1	Name: ThİchCh©nQuang	 DelItem: [ Nguyªn So¸i ] trang søc
15:47:24	 Account: bocaian1	Name: ThİchCh©nQuang	 DelItem: [ Nguyªn So¸i ] phi phong
15:50:13	 Account: sanbos01	Name: boss01	 DelItem: ThiÕt La H¸n
15:50:13	 Account: sanbos01	Name: boss01	 DelItem: Tö Thñy Tinh
15:50:13	 Account: sanbos01	Name: boss01	 DelItem: Tinh Hång B¶o Th¹ch
15:50:13	 Account: sanbos01	Name: boss01	 DelItem: ThiÕt La H¸n
15:50:13	 Account: sanbos01	Name: boss01	 DelItem: Lôc Thñy Tinh
15:50:13	 Account: sanbos01	Name: boss01	 DelItem: ThiÕt La H¸n
15:50:13	 Account: sanbos01	Name: boss01	 DelItem: Lôc Thñy Tinh
15:50:13	 Account: sanbos01	Name: boss01	 DelItem: Tinh Hång B¶o Th¹ch
15:50:13	 Account: sanbos01	Name: boss01	 DelItem: ThiÕt La H¸n
15:50:13	 Account: sanbos01	Name: boss01	 DelItem: ThiÕt La H¸n
15:50:13	 Account: sanbos01	Name: boss01	 DelItem: ThiÕt La H¸n
15:50:13	 Account: sanbos01	Name: boss01	 DelItem: Tinh Hång B¶o Th¹ch
15:50:13	 Account: sanbos01	Name: boss01	 DelItem: Tinh Hång B¶o Th¹ch
15:50:13	 Account: sanbos01	Name: boss01	 DelItem: Lôc Thñy Tinh
15:50:13	 Account: sanbos01	Name: boss01	 DelItem: Tinh Hång B¶o Th¹ch
15:50:13	 Account: sanbos01	Name: boss01	 DelItem: Tö Thñy Tinh
15:52:04	 Account: sanbos01	Name: boss01	 DelItem: Bµn Nh­îc T©m Kinh
15:52:04	 Account: sanbos01	Name: boss01	 DelItem: Bµn Nh­îc T©m Kinh
15:52:04	 Account: sanbos01	Name: boss01	 DelItem: Bµn Nh­îc T©m Kinh
15:52:04	 Account: sanbos01	Name: boss01	 DelItem: ThiÕt La H¸n
15:52:04	 Account: sanbos01	Name: boss01	 DelItem: Lam Thñy Tinh
15:52:04	 Account: sanbos01	Name: boss01	 DelItem: Bµn Nh­îc T©m Kinh
15:52:04	 Account: sanbos01	Name: boss01	 DelItem: Bµn Nh­îc T©m Kinh
15:52:04	 Account: sanbos01	Name: boss01	 DelItem: Lôc Thñy Tinh
15:52:04	 Account: sanbos01	Name: boss01	 DelItem: Tinh Hång B¶o Th¹ch
15:52:04	 Account: sanbos01	Name: boss01	 DelItem: ThiÕt La H¸n
15:52:04	 Account: sanbos01	Name: boss01	 DelItem: Lam Thñy Tinh
15:52:04	 Account: sanbos01	Name: boss01	 DelItem: ThiÕt La H¸n
15:52:04	 Account: sanbos01	Name: boss01	 DelItem: B¸ V­¬ngTiªu
15:52:04	 Account: sanbos01	Name: boss01	 DelItem: Tinh Hång B¶o Th¹ch
15:53:19	 Account: toansu2	Name: ThİchTùDo	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
15:53:19	 Account: toansu2	Name: ThİchTùDo	 DelItem: Kim Phong Thiªn Lı Th¶o Th­îng Phi
15:53:19	 Account: toansu2	Name: ThİchTùDo	 DelItem: Kim Phong Lan §×nh Ngäc
15:53:19	 Account: toansu2	Name: ThİchTùDo	 DelItem: Kim Phong HËu NghÖ dÉn cung
15:53:19	 Account: toansu2	Name: ThİchTùDo	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
15:53:19	 Account: toansu2	Name: ThİchTùDo	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
15:53:19	 Account: toansu2	Name: ThİchTùDo	 DelItem: Kim Phong Tr¹c Liªn Quang
15:53:19	 Account: toansu2	Name: ThİchTùDo	 DelItem: Kim Phong Kú L©n HuyÕt
15:53:19	 Account: toansu2	Name: ThİchTùDo	 DelItem: Kim Phong Thanh D­¬ng Kh«i
15:53:34	 Account: haumiss01	Name: nacarot01	 DelItem: Kim Phong §ång T­íc Xu©n Th©m
15:53:34	 Account: haumiss01	Name: nacarot01	 DelItem: Kim Phong Thiªn Lı Th¶o Th­îng Phi
15:53:34	 Account: haumiss01	Name: nacarot01	 DelItem: Kim Phong Lan §×nh Ngäc
15:53:34	 Account: haumiss01	Name: nacarot01	 DelItem: Kim Phong HËu NghÖ dÉn cung
15:53:34	 Account: haumiss01	Name: nacarot01	 DelItem: Kim Phong §o¹t Hån Ngäc ®¸i
15:53:34	 Account: haumiss01	Name: nacarot01	 DelItem: Kim Phong C«ng CÈn Tam Th¸n
15:53:34	 Account: haumiss01	Name: nacarot01	 DelItem: Kim Phong Tr¹c Liªn Quang
15:53:34	 Account: haumiss01	Name: nacarot01	 DelItem: Kim Phong Kú L©n HuyÕt
15:53:34	 Account: haumiss01	Name: nacarot01	 DelItem: Kim Phong Thanh D­¬ng Kh«i
15:54:01	 Account: haumiss01	Name: nacarot01	 DelItem: Tóc S­¬ng
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: ThiÕt La H¸n
15:56:54	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: ThiÕt La H¸n
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:57:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] chiÕn m·
15:57:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:57:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:57:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:57:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:57:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:57:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:57:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Tinh Hång B¶o Th¹ch
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:23	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Tiªn Th¶o Lé 
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Tiªn Th¶o Lé 
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Phong V©n Phi Tèc hoµn
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Tiªn Th¶o Lé 
15:58:51	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Phong V©n Phi Tèc hoµn
15:59:12	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:59:12	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:59:12	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:59:12	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] mÆt n¹ [cÊp 1]
15:59:12	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] phi phong
15:59:12	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: LÖnh bµi
15:59:12	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:59:12	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] quan Ên
15:59:12	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: LÖnh bµi
15:59:12	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: LÖnh bµi
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
15:59:40	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:00:21	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: LÖnh bµi Phong L¨ng §é
16:00:21	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: ChiÕn cæ 
16:00:21	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: LÖnh bµi Phong L¨ng §é
16:00:21	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: LÖnh bµi Phong L¨ng §é
16:00:21	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: ChiÕn cæ 
16:00:21	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] chiÕn m·
16:00:21	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] chiÕn m·
16:00:21	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: [ Nguyªn So¸i ] chiÕn m·
16:00:21	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: ChiÕn cæ 
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Tiªn Th¶o Lé 
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Tiªn Th¶o Lé 
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:10:57	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:11:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
16:11:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
16:11:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:11:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:11:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
16:11:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
16:11:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:11:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
16:11:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
16:11:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: QuÕ Hoa Töu
16:11:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
16:11:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
16:11:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Thiªn s¬n  B¶o Lé 
16:11:26	 Account: kimdonghuynh02	Name: MécÙThiªnÙNhai	 DelItem: Tiªn Th¶o Lé 
