EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2	ChangeColor
Song TriÒn Thñ - Méc			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Song TriÒn Thñ - Háa			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Tr­êng C«n - Kim C«n			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Tr­êng C«n - Háa C«n			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Tr­êng Th­¬ng - Kim Th­¬ng			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Tr­êng Th­¬ng - Háa Th­¬ng			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
§¬n §ao - Kim			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
§¬n §ao - Méc			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
§¬n §ao - Thñy			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
§¬n §ao Háa - Háa			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
§¬n §ao - L«i			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
§¬n KiÕm - Thñy			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
§¬n KiÕm - L«i			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
§¬n KiÕm L«I - L«i			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Song Chïy - Kim			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Song §ao - Thñy			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
§¬n §ao - Ph¸t Quang 1			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
§¬n KiÕm - Ph¸t Quang 1			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
§¬n §ao Háa - Ph¸t Quang 1			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
§¬n KiÕm L«I - Ph¸t Quang 1			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Tr­êng C«n - Ph¸t Quang 1			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Tr­êng Th­¬ng - Ph¸t Quang 1			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Song Chïy - Ph¸t Quang 1			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Song §ao - Ph¸t Quang 1			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Song TriÒn Thñ - Ph¸t Quang 1			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Song Tr¶o - Ph¸t Quang 1			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Tay Kh«ng - Ph¸t Quang 1			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
§¬n §ao - Ph¸t Quang 2			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
§¬n KiÕm - Ph¸t Quang 2			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
§¬n §ao Háa - Ph¸t Quang 2			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
§¬n KiÕm L«i - Ph¸t Quang 2			80,8,1	64,8,1	64,8,1	96,8,1							96,8,1	96,8,1	96,8,1						96,8,1	96,8,1	96,8,1						64,8,1	64,8,1						104,8,1	120,8,1						96,8,1	104,8,1	104,8,1												96,8,1	80,8,1						96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Tr­êng C«n - Ph¸t Quang 2			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Tr­êng Th­¬ng - Ph¸t Quang 2			80,8,1	64,8,1	64,8,1		64,8,1						96,8,1	96,8,1		96,8,1					96,8,1	96,8,1		96,8,1					64,8,1		48,8,1					104,8,1		80,8,1					96,8,1			104,8,1	96,8,1										96,8,1		96,8,1					96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Song Chïy - Ph¸t Quang 2			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Song §ao - Ph¸t Quang 2			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Song TriÒn Thñ - Ph¸t Quang 2			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Song Tr¶o - Ph¸t Quang 2			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Tay Kh«ng - Ph¸t Quang 2			80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1					96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				96,8,1	96,8,1	96,8,1	96,8,1	96,8,1				64,8,1	64,8,1	48,8,1	48,8,1				104,8,1	120,8,1	80,8,1	80,8,1				96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1							96,8,1	96,8,1	80,8,1	96,8,1	80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
Minh Ph­îng Chi Quy Y TriÒn Thñ																																																																												
Minh Ph­îng Chi Cùc Nh¹o T¨ng C«n																																																																												
Minh Ph­îng Chi H­ Kh«ng Giíi §ao																																																																												
Minh Ph­îng Chi ChiÕn ThÇn Chïy																																																																												
Minh Ph­îng Chi Anh Hïng Th­¬ng																																																																												
Minh Ph­îng Chi Ph¸ch V­¬ng B¶o §ao																																																																												
Minh Ph­îng Chi T¸n Hoa Tr­êng KiÕm																																																																												
Minh Ph­îng Chi L¨ng Tiªu TriÒn Thñ																																																																												
Minh Ph­îng Chi V¹n Hoa B¶o §ao																																																																												
Minh Ph­îng Chi Ph­¬ng Hoa Song §ao																																																																												
Minh Ph­îng Chi Diªm La TriÒn Thñ																																																																												
Minh Ph­îng Chi Minh V­¬ng B¶o §ao																																																																												
Minh Ph­îng Chi LiÔm DiÔm Phi §ao																																																																												
Minh Ph­îng Chi Thiªn Hoµng Tô TiÔn																																																																												
Minh Ph­îng Chi Thiªn Kiªu Phi Tiªu																																																																												
Minh Ph­îng Chi ThiÕt HuyÕt TriÒn Thñ																																																																												
Minh Ph­îng Chi Quang Phóc C«n																																																																												
Minh Ph­îng Chi Dôc NhËt Th­¬ng																																																																												
Minh Ph­¬ng Chi SÝ §Þa §ao																																																																												
Minh Ph­îng Chi Kh«ng Minh KiÕm																																																																												
Minh Ph­îng Chi Bång Lai KiÕm																																																																												
Minh Ph­îng Chi Cöu Thiªn Hµn ThiÕt																																																																												
Minh Ph­îng Chi Tham Th­¬ng KiÕm																																																																												
Tö M·ng Chi KÕt L« KiÕm																																																																												
B¹ch Hæ Chi Tö C©m KiÕm																																																																												
Minh Ph­îng Chi Tr¹m Vò KiÕm																																																																												
§»ng Long Chi Bå §Ò TriÒn Thñ																																																																												
§»ng Long Chi Nh­ Lai Ph¸p C«n																																																																												
§»ng Long Chi V« L­îng Giíi §ao																																																																												
§»ng Long Chi Khai Thiªn ThÇn Chóy																																																																												
§»ng Long Chi TÝch §Þa Th­¬ng																																																																												
§»ng Long Chi Hçn Nguyªn B¶o §ao																																																																												
§»ng Long Chi Phi Thiªn Tr­êng KiÕm																																																																												
§»ng Long Chi B¨ng Ph¸ch TriÒn Thñ																																																																												
§»ng Long Chi Khuynh Thµnh B¶o §ao																																																																												
§»ng Long Chi B¸ch H­¬ng Uyªn ¦¬ng §ao																																																																												
§»ng Long Chi V¹n §éc TriÒn Thñ																																																																												
§»ng Long Chi V¹n Linh HuyÕt §ao																																																																												
§»ng Long Chi Hçn §én Phi §ao																																																																												
§»ng Long Chi ThÝ ThÇn Tô TiÔn																																																																												
§»ng Long Chi Phãng B¹o Phi Tiªu																																																																												
§»ng Long Chi Hµo T×nh TriÒn Thñ																																																																												
§»ng Long Chi Tô NghÜa C«n																																																																												
§»ng Long Chi Viªm Hoµng Th­¬ng																																																																												
§»ng Long Chi PhÇn Thiªn B¶o §ao																																																																												
§»ng Long Chi Ngäc H­ ThÇn KiÕm																																																																												
§»ng Long Chi HuyÒn Thiªn ThÇn KiÕm																																																																												
§»ng Long Chi Ph­¬ng Nguyªn B¶o §ao																																																																												
§»ng Long Chi Th­¬ng Khung ThÇn KiÕm																																																																												
§»ng Long Chi Tè Du KiÕm																																																																												
§»ng Long Chi Y Thñy KiÕm																																																																												
Tinh S­¬ng Chi Khæ §Õ TriÒn Thñ																																																																												
Tinh S­¬ng Chi DiÖt §Õ Ph¸p C«n																																																																												
Tinh S­¬ng Chi §¹o §Õ Giíi §ao																																																																												
Tinh S­¬ng Chi Th«n Tµ ThÇn Chïy																																																																												
Tinh S­¬ng Chi L­u Kim Th­¬ng																																																																												
Tinh S­¬ng Chi LÝ S­¬ng B¶o §ao																																																																												
Tinh S­¬ng Chi L¹c Anh B¶o KiÕm																																																																												
Tinh S­¬ng Chi PhÊt HuyÖt TriÒn Thñ																																																																												
Tinh S­¬ng Chi Thiªn H­¬ng B¶o §ao																																																																												
Tinh S­¬ng Chi Th¶i VËn Uyªn ¦¬ng §ao																																																																												
Tinh S­¬ng Chi ThiÒm Phi TriÒn Thñ																																																																												
Tinh S­¬ng Chi Phô Cèt HuyÕt §ao																																																																												
Tinh S­¬ng Chi L·nh HuyÕt Phi §ao																																																																												
Tinh S­¬ng Chi Né Liªn Tô TiÔn																																																																												
Tinh S­¬ng Chi Truy MÖnh Phi Tiªu																																																																												
Tinh S­¬ng Chi M·nh Long TriÒn Thñ																																																																												
Tinh S­¬ng Chi Ph¸ Lç C«n																																																																												
Tinh S­¬ng Chi LuyÖn NhËt Th­¬ng																																																																												
Tinh S­¬ng Chi Khèc Viªm B¶o §ao																																																																												
Tinh S­¬ng Chi ChÊn San ThÇn KiÕm																																																																												
Tinh S­¬ng Chi Qu©n Uy ThÇn KiÕm																																																																												
Tinh S­¬ng Chi Minh L«I B¶o §ao																																																																												
Tinh S­¬ng Chi Oanh Minh ThÇn KiÕm																																																																												
Tinh S­¬ng Chi H¹o Thiªn KiÕm																																																																												
Tinh S­¬ng Chi Thanh H­ KiÕm																																																																												
NguyÖt KhuyÕt Chi Träng KiÕp TriÒn Thñ																																																																												
NguyÖt KhuyÕt Chi S¸t KiÕp Ph¸p C«n																																																																												
NguyÖt KhuyÕt Chi Ph¸ KiÕp Giíi §ao																																																																												
NguyÖt KhuyÕt Chi PhÊn Vò ThÇn Chïy			80,8,1	64,8,1				64,8,1									96,8,1								96,8,1							48,8,1							80,8,1									128,8,1	96,8,1											80,8,1						112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
NguyÖt KhuyÕt Chi Phong Yªn Th­¬ng																																																																												
NguyÖt KhuyÕt Chi Tr­ëng Kh«ng B¶o §ao																																																																												
NguyÖt KhuyÕt Chi Kinh Hång B¶o KiÕm																																																																												
NguyÖt KhuyÕt Chi HiÓu NguyÖt TriÒn Thñ																																																																												
NguyÖt KhuyÕt Chi T­¬ng T­ B¶o §ao																																																																												
NguyÖt KhuyÕt Chi Phãng NguyÖt Uyªn ¦¬ng §ao			80,8,1	64,8,1				64,8,1									96,8,1								96,8,1							48,8,1							80,8,1									128,8,1	96,8,1											80,8,1						112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
NguyÖt KhuyÕt Chi B¸ch §éc TriÒn Thñ																																																																												
NguyÖt KhuyÕt Chi U Minh HuyÕt §ao																																																																												
NguyÖt KhuyÕt Chi Th«I MÖnh Phi §ao																																																																												
NguyÖt KhuyÕt Chi BÝ §éc Tô TiÔn																																																																												
NguyÖt KhuyÕt Chi M¹n §å Phi Tiªu																																																																												
NguyÖt KhuyÕt Chi XÝch Lòng TriÒn Thñ																																																																												
NguyÖt KhuyÕt Chi Hµo KiÖt C«n																																																																												
NguyÖt KhuyÕt Chi Tham Lang Th­¬ng																																																																												
NguyÖt KhuyÕt Chi LiÖt D­¬ng B¶o §ao																																																																												
NguyÖt KhuyÕt Chi Linh §éng ThÇn KiÕm																																																																												
NguyÖt KhuyÕt Chi HuyÔn ¶nh ThÇn KiÕm																																																																												
NguyÖt KhuyÕt Chi L¨ng Phãng B¶o §ao																																																																												
NguyÖt KhuyÕt Chi Méc Vò ThÇn KiÕm																																																																												
NguyÖt KhuyÕt Chi Thanh Phãng KiÕm																																																																												
NguyÖt KhuyÕt Chi DËt ¶nh KiÕm																																																																												
DiÖu D­¬ng Chi Méng Long TriÒn Thñ																																																																												
DiÖu D­¬ng Chi Phôc Ma Ph¸p C«n																																																																												
DiÖu D­¬ng Chi Tø Kh«ng Giíi §ao																																																																												
DiÖu D­¬ng Chi H¸m Thiªn ThÇn Chóy			80,8,1	64,8,1	64,8,1			64,8,1					96,8,1	96,8,1			96,8,1				96,8,1	96,8,1			96,8,1				64,8,1			48,8,1				104,8,1			80,8,1				96,8,1					128,8,1	96,8,1								96,8,1			80,8,1				96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
DiÖu D­¬ng Chi KÕ NghiÖp Th­¬ng																																																																												
DiÖu D­¬ng Chi Ngù Long B¶o §ao																																																																												
DiÖu D­¬ng Chi V« D¶n B¶o KiÕm																																																																												
DiÖu D­¬ng Chi V« YÓm TriÒn Thñ																																																																												
DiÖu D­¬ng Chi Tª Hoµng B¶o §ao																																																																												
DiÖu D­¬ng Chi BÝch H¶i Uyªn ¦¬ng §ao			80,8,1	64,8,1				64,8,1									96,8,1								96,8,1							48,8,1							80,8,1									128,8,1	96,8,1											80,8,1						112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1	
DiÖu D­¬ng Chi U Lung TriÒn Thñ																																																																												
DiÖu D­¬ng Chi Minh HuyÔn HuyÕt §ao																																																																												
DiÖu D­¬ng Chi B¨ng Hµn Phi §ao																																																																												
DiÖu D­¬ng Chi Thiªn Quang Tô TiÔn																																																																												
DiÖu D­¬ng Chi S©m Hoµng Phi Tiªu																																																																												
DiÖu D­¬ng Chi §ång Cõu TriÒn Thñ																																																																												
DiÖu D­¬ng Chi §Þch HÊt C«n																																																																												
DiÖu D­¬ng Chi Ma S¸t Th­¬ng																																																																												
DiÖu D­¬ng Chi Ma Hoµng B¶o §ao																																																																												
