EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
§¬n §ao Háa - Ph¸t Quang 1			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n KiÕm L«I - Ph¸t Quang 1			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng C«n - Ph¸t Quang 1			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng Th­¬ng - Ph¸t Quang 1			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song Chïy - Ph¸t Quang 1			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song §ao - Ph¸t Quang 1			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song TriÒn Thñ - Ph¸t Quang 1			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song Tr¶o - Ph¸t Quang 1			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tay Kh«ng - Ph¸t Quang 1			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n §ao - Ph¸t Quang 2			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n KiÕm - Ph¸t Quang 2			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n §ao Háa - Ph¸t Quang 2			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§¬n KiÕm L«i - Ph¸t Quang 2			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng C«n - Ph¸t Quang 2			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tr­êng Th­¬ng - Ph¸t Quang 2			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song Chïy - Ph¸t Quang 2			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song §ao - Ph¸t Quang 2			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song TriÒn Thñ - Ph¸t Quang 2			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Song Tr¶o - Ph¸t Quang 2			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tay Kh«ng - Ph¸t Quang 2			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi Quy Y TriÒn Thñ			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi Cùc Nh¹o T¨ng C«n			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi H­ Kh«ng Giíi §ao			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi ChiÕn ThÇn Chïy			120,8,1	120,8,1	88,8,1			88,8,1					120,8,1	120,8,1			120,8,1				88,8,1	88,8,1			88,8,1				72,8,1			96,8,1				96,8,1			144,8,1				144,8,1					128,8,1	96,8,1								96,8,1			128,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi Anh Hïng Th­¬ng			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi Ph¸ch V­¬ng B¶o §ao			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi T¸n Hoa Tr­êng KiÕm																																																																											
Minh Ph­îng Chi L¨ng Tiªu TriÒn Thñ																																																																											
Minh Ph­îng Chi V¹n Hoa B¶o §ao																																																																											
Minh Ph­îng Chi Ph­¬ng Hoa Song §ao																																																																											
Minh Ph­îng Chi Diªm La TriÒn Thñ			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi Minh V­¬ng B¶o §ao			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi LiÔm DiÔm Phi §ao			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi Thiªn Hoµng Tô TiÔn			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi Thiªn Kiªu Phi Tiªu			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi ThiÕt HuyÕt TriÒn Thñ			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi Quang Phóc C«n			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi Dôc NhËt Th­¬ng			120,8,1	120,8,1	88,8,1		88,8,1						120,8,1	120,8,1		120,8,1					88,8,1	88,8,1		88,8,1					72,8,1		56,8,1					96,8,1		120,8,1					144,8,1			96,8,1	96,8,1										96,8,1		104,8,1					72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­¬ng Chi SÝ §Þa §ao			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi Kh«ng Minh KiÕm			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi Bång Lai KiÕm			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi Cöu Thiªn Hµn ThiÕt			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi Tham Th­¬ng KiÕm			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tö M·ng Chi KÕt L« KiÕm			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
B¹ch Hæ Chi Tö C©m KiÕm			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Minh Ph­îng Chi Tr¹m Vò KiÕm			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Chi Bå §Ò TriÒn Thñ			120,1,1	120,1,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1														96,8,1							72,8,1	160,8,1	112,1,1	96,1,1	80,1,1	96,1,1	112,1,1	96,1,1	48,1,1	112,1,1	112,1,1	112,1,1
§»ng Long Chi Nh­ Lai Ph¸p C«n			120,8,56	120,8,56	88,8,1		88,8,56						120,8,1	120,8,1		88,8,56					88,8,1	88,8,1		88,8,56					72,8,1		56,8,56					96,8,1							144,8,1			96,8,56	96,8,56										96,8,1		104,8,56					72,8,1	160,8,1	112,8,56	96,8,56	80,8,56	96,8,56	112,8,56	96,8,56	48,8,56		112,8,56	112,8,56
§»ng Long Chi V« L­îng Giíi §ao			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,111						88,8,1	88,8,1	88,8,1						72,8,1	64,8,56						96,8,1	88,8,56						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,1,1	88,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,1,1	112,1,1
§»ng Long Chi Khai Thiªn ThÇn Chóy			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1			88,1,1				72,8,1			96,1,1				96,8,1			144,1,1				144,8,1					128,1,1	96,1,1								96,8,1			128,1,1				72,8,1	160,8,1	112,1,1	96,1,1	80,1,1	96,1,1	112,1,1	96,1,1	48,1,1	112,1,1	112,1,1	112,1,1
§»ng Long Chi TÝch §Þa Th­¬ng			120,8,56	120,8,56	88,8,1		88,8,56						120,8,1	120,8,1		88,8,56					88,8,1	88,8,1		88,8,56					72,8,1		56,8,56					96,8,1							144,8,1			96,8,56	96,8,56										96,8,1		104,8,56					72,8,1	160,8,1	112,8,56	96,8,56	80,8,56	96,8,56	112,8,56	96,8,56	48,8,56		112,8,56	112,8,56
§»ng Long Chi Hçn Nguyªn B¶o §ao			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	88,1,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Chi Phi Thiªn Tr­êng KiÕm																																																																											
§»ng Long Chi B¨ng Ph¸ch TriÒn Thñ																																																																											
§»ng Long Chi Khuynh Thµnh B¶o §ao																																																																											
§»ng Long Chi B¸ch H­¬ng Uyªn ¦¬ng §ao																																																																											
§»ng Long Chi V¹n §éc TriÒn Thñ			120,8,1	120,1,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1														96,8,1							72,8,1	160,8,1	112,1,1	96,1,1	80,1,1	96,1,1	112,1,1	96,1,1	48,1,1	112,1,1	112,1,1	112,1,1
§»ng Long Chi V¹n Linh HuyÕt §ao			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	96,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	88,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Chi Hçn §én Phi §ao			120,8,1	120,1,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1														96,8,1							72,8,1	160,8,1	112,1,1	96,1,1	80,1,1	96,1,1	112,1,1	96,1,1	48,1,1	112,1,1	112,1,1	112,1,1
§»ng Long Chi ThÝ ThÇn Tô TiÔn			120,8,1	120,1,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1														96,8,1							72,8,1	160,8,1	112,1,1	96,1,1	80,1,1	96,1,1	112,1,1	96,1,1	48,1,1	112,1,1	112,1,1	112,1,1
§»ng Long Chi Phãng B¹o Phi Tiªu			120,8,1	120,1,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1														96,8,1							72,8,1	160,8,1	112,1,1	96,1,1	80,1,1	96,1,1	112,1,1	96,1,1	48,1,1	112,1,1	112,1,1	112,1,1
§»ng Long Chi Hµo T×nh TriÒn Thñ			120,8,1	120,1,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1														96,8,1							72,8,1	160,8,1	112,1,1	96,1,1	80,1,1	96,1,1	112,1,1	96,1,1	48,1,1	112,1,1	112,1,1	112,1,1
§»ng Long Chi Tô NghÜa C«n			120,8,56	120,8,56	88,8,1		88,8,56						120,8,1	120,8,1		120,8,56					88,8,1	88,8,1		88,8,56					72,8,1		56,8,56					96,8,1							144,8,1			96,8,56	96,8,56										96,8,1		104,8,56					72,8,1	160,8,1	112,8,56	96,8,56	80,8,56	96,8,56	112,8,56	96,8,56	48,8,56		112,8,56	112,8,56
§»ng Long Chi Viªm Hoµng Th­¬ng			120,8,56	120,8,56	88,8,1		88,8,56						120,8,1	120,8,1		120,8,56					88,8,1	88,8,1		88,8,56					72,8,1		56,8,56					96,8,1							144,8,1			96,8,56	96,8,56										96,8,1		104,8,56					72,8,1	160,8,1	112,8,56	96,8,56	80,8,56	96,8,56	112,8,56	96,8,56	48,8,56		112,8,56	112,8,56
§»ng Long Chi PhÇn Thiªn B¶o §ao			120,1,1	119,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1							72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	88,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Chi Ngäc H­ ThÇn KiÕm			116,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,1,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	88,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Chi HuyÒn Thiªn ThÇn KiÕm			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,1,1						88,8,1	88,8,1							72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	88,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Chi Ph­¬ng Nguyªn B¶o §ao			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	88,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Chi Th­¬ng Khung ThÇn KiÕm			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	77,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,18,1	112,8,1	112,8,1	112,8,1
§»ng Long Chi Tè Du KiÕm			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	104,8,1	120,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Chi Y Thñy KiÕm			120,8,1	120,8,1	88,8,1	88,8,1							120,8,1	120,8,1	120,8,1						88,8,1	88,8,1	88,8,1						72,8,1	64,8,1						96,8,1	88,8,1						144,8,1	128,8,1	112,8,1												96,8,1	96,8,1						72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	104,8,1	120,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng Chi Khæ §Õ TriÒn Thñ			120,8,1	120,8,1	88,8,1								120,8,1	120,8,1							88,8,1	88,8,1							72,8,1							96,8,1							144,8,1													128,8,1	96,8,1							72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng Chi DiÖt §Õ Ph¸p C«n			120,8,1	120,8,1			88,8,1									120,8,1								88,8,1							56,8,1							120,8,1								96,8,1	96,8,1												104,8,1							112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng Chi §¹o §Õ Giíi §ao			120,8,1	120,8,1		88,8,1									120,8,1								88,8,1							64,8,1							88,8,1							128,8,1	112,8,1													96,8,1								112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng Chi Th«n Tµ ThÇn Chïy			120,8,1	120,8,1				88,8,1									120,8,1								88,8,1							96,8,1							144,8,1									128,8,1	96,8,1											128,8,1						112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
