ItemGenre	DetailType	ParticularType	ÎåÐÐÊôÐÔ	µÈ¼¶	ÒøÁ½	¸£Ôµ	Í­Ç®	»ý·Ö	ÈÙÓþµã	ÊÇ·ñ×ö½»Ò×¼ÇÂ¼	ÉÌÆ·ÏÖ¼Û	´ÙÏú¿ªÊ¼Ê±¼ä	´ÙÏú½áÊøÈÕÆÚ	ÏúÊÛ¿ªÊ¼Ê±¼ä	ÏúÊÛ½áÊøÈÕÆÚ	µÀ¾ßÃû³Æ£¨±ØÐë·Å×îºó£¬³ÌÐò²»¶Á£©	ÍþÍû	ÉÌÆ·ÏÖ¼Û	´ÙÏú¿ªÊ¼Ê±¼ä	´ÙÏú½áÊøÈÕÆÚ	ÏúÊÛ¿ªÊ¼Ê±¼ä	ÏúÊÛ½áÊøÈÕÆÚ	±£ÖµÆÚ£¨·ÖÖÓ£¬ÏÖÊµÊ±¼ä£©	Ê¹ÓÃÆÚ£¨·ÖÖÓ£¬ÔÚÏßÊ±¼ä£©	ÏûºÄÀàÐÍ(0-Ò»´Î;1-ÎÞÏÞ´Î)	µÀ¾ßÃû³Æ£¨±ØÐë·Å×îºó£¬³ÌÐò²»¶Á£©
0	2	10	1	9	16000					0																ç±ÂÞÉÀ
0	2	10	1	10	20000					0																³ÁÏãÉÀ
0	2	11	1	1	400					0																ÏâÌúÅ®¼×
0	2	11	1	2	1000					0																ÇàÍ­Å®¼×
0	2	11	1	3	2500					0																°×È×¼×
0	2	11	1	4	5000					0																À¶Ñà¸Ö¼×
0	2	11	1	5	10000					0																ºìÈ×¼×
0	2	11	1	6	16000					0																³àÑã¼×
0	2	11	1	7	25000					0																ÑªÍ­¼×
0	2	11	1	8	32000					0																ÀÃÒø¼×
0	2	11	1	9	40000					0																ÐþÌúÑ©Òø¼×
0	2	11	1	10	50000					0																Åùö¨½ð·ï¼×
0	2	12	1	1	100					0																ÆÆÂéÒÂ
0	2	12	1	2	250					0																ÆÆÃÞÒÂ
0	2	12	1	3	500					0																ÆÆËòÒÂ
0	2	12	1	4	800					0																°×²¹ÒÂ
0	2	12	1	5	1200					0																Ç§²¹ÒÂ
0	2	12	1	6	1800					0																ÑòÆ¤¼×
0	2	12	1	7	2500					0																Å£Æ¤¼×
0	2	12	1	8	3200					0																×ÏÊóÒÂ
0	2	12	1	9	4000					0																»ÒõõÒÂ
0	2	12	1	10	5000					0																ÍòÖÚÆëÐÄÒÂ
0	2	13	1	1	100					0																°ÙµüÈ¹
0	2	13	1	2	100					0																ÇàÂÞÈ¹
0	2	13	1	3	100					0																Ö¯½õÊ¯ÁñÈ¹
0	2	13	1	4	100					0																Ë«µûÐåÂÞÈ¹
0	2	13	1	5	6000					0																°ÙÄñÈ¹
0	2	13	1	6	10000					0																ÔÂ»ªÈ¹
0	2	13	1	7	15000					0																·ïÎ²È¹
0	2	13	1	8	20000					0																ÇíÓñÈ¹
0	2	13	1	9	25000					0																°Ù·ï³¯ÑôÈ¹
0	2	13	1	10	30000					0																ÁôÏÉÈ¹
0	7	9	2	1	100					0																Æ¤ëÐ
0	7	9	2	2	300					0																Í­ëÐ
0	7	9	2	3	600					0																¾«Í­ëÐ
0	7	9	2	4	1000					0																³àëàÆ¤Ã±
0	7	9	2	5	1600					0																ÊÞ¹Çô¢
0	7	9	2	6	2400					0																×Ï¹Çô¢
0	7	9	2	7	3500					0																Ðþ¹Çô¢
0	7	9	2	8	4800					0																»¢Æ¤ÃæÕÖ
0	7	9	2	9	6400					0																õõÆ¤ÃæÕÖ
0	7	9	2	10	8000					0																ÐþÏ¬ÃæÕÖ
0	7	10	2	1	120					0																´ÖÌúÍ·»·
0	7	10	2	2	320					0																Ï¸ÌúÍ·»·
0	7	10	2	3	750					0																»ÆÍ­Í·»·
0	7	10	2	4	1200					0																ÂÌÓñÍ·»·
0	7	10	2	5	1800					0																¼¦Î²îÎ
0	7	10	2	6	2500					0																ðÐÓðîÎ
0	7	10	2	7	3700					0																ÅÌÉßîÎ
0	7	10	2	8	5000					0																ÖìÉ°Í·»·
0	7	10	2	9	6000					0																Ã÷ÖéÍ·»·
0	7	10	2	10	7500					0																ÁúÑªÍ·»·
0	7	11	3	1	370					0																Ô²Ã±
0	7	11	3	2	610					0																ÌÃÃ±
0	7	11	3	3	1120					0																½í¹ÜÃ±
0	7	11	3	4	1800					0																ËÄ½ÇÃ±
0	7	11	3	5	2700					0																Çà·ï¹Ú
0	7	11	3	6	3700					0																½ð·ï¹Ú
0	7	11	3	7	5100					0																Ë«·ï³¯Ìì¹Ú
0	7	11	3	8	6500					0																ôä´ä¿ø
0	7	11	3	9	8100					0																â³õô¿ø
0	7	11	3	10	10000					0																ÁúÁÛ¿ø
0	7	12	3	1	60					0																²¼Ã±
0	7	12	3	2	160					0																Ô²¶¥Ã±
0	7	12	3	3	370					0																èóÎÆÃ±
0	7	12	3	4	600					0																ÇàÎÆ¿ø
0	7	12	3	5	900					0																ºìÓ§îÎ
0	7	12	3	6	1200					0																³àÑªîÎ
0	7	12	3	7	1800					0																ÁðÁ§îÎ
0	7	12	3	8	2500					0																Â¹È×îÎ
0	7	12	3	9	3000					0																À¶¾§îÎ
0	7	12	3	10	3700					0																ÇàÐÇîÎ
0	7	13	3	1	120					0																»Æ²¼·¢´ø
0	7	13	3	2	320					0																»Æ²¼·¢´ø
0	7	13	3	3	750					0																»Æ²¼·¢´ø
0	7	13	3	4	1200					0																»Æ²¼·¢´ø
0	7	13	3	5	1800					0																»ÆÍ­·¢²æ
0	7	13	3	6	2500					0																ºìÂêè§·¢²æ
0	7	13	3	7	3700					0																ÇàÁðÁ§·¢²æ
0	7	13	3	8	5000					0																Ï·Ë®¿ø
0	7	13	3	9	6000					0																·ïÃß¿ø
0	7	13	3	10	7500					0																½ð·ïÕ¹³á
6	1	71	0	1		500				0						Tiªn Th¶o Lé 										ÏÉ²ÝÂ¶
6	1	72	0	1		200				0						Thiªn s¬n  B¶o Lé 										ÌìÉ½ÓñÂ¶
6	1	73	0	1		50				0						B¸ch Qu¶ Lé 										°Ù¹ûÂ¶
6	0	1	0	1			1			0						Tr­êng MÖnh hoµn										³¤ÃüÍè
6	0	2	0	1			1			0						Gia Bµo hoµn										¼ÓÅÜÍè
6	0	3	0	1			2			0						§¹i Lùc hoµn										´óÁ¦Íè
6	0	4	0	1			1			0						Cao ThiÓm hoµn										¸ßÉÁÍè
6	0	5	0	1			1			0						Cao Trung hoµn										¸ßÖÐÍè
6	0	6	0	1			2			0						Phi Tèc hoµn										·ÉËÙÍè
6	0	7	0	1			1			0						B¨ng Phßng hoµn										±ù·ÀÍè
6	0	8	0	1			1			0						L«i Phßng hoµn										À×·ÀÍè
6	0	9	0	1			1			0						Háa Phßng hoµn										»ð·ÀÍè
6	0	10	0	1			1			0						§éc Phßng hoµn										¶¾·ÀÍè
6	0	11	0	1		4				0						Ph¸o Hoa										ÑÌ»¨
6	0	20	0	1		20				0						Mai Kh«i Hoa Vò 										Ãµ¹å»¨
6	1	18	0	1		50	1			0						T©m T©m T­¬ng ¸nh Phï 										ÐÄÐÄÏàÓ³·û
6	1	15	0	1		500	20			0						Phi Phong										Åû·ç
4	353	0	0	1		2000	6			1	2					Tinh Hång B¶o Th¹ch										ÐÉºì±¦Ê¯
0	2	28	0	3						0						Thanh TuyÖt Y										Çå¾øÒÂ
0	2	28	0	6						0						B¨ng Tinh QuÇn										±ù¾§È¹
4	238	0	0	1		1500	8			1	2					Lam Thñy Tinh										À¶Ë®¾§
4	239	0	0	1		1500	8			1	3					Tö Thñy Tinh										×ÏË®¾§
4	240	0	0	1		1500	8			1	2					Lôc Thñy Tinh										ÂÌË®¾§
6	1	113	0	1						0																ÏÉ²ÝÍè
6	1	114	0	1						0																ÑÐÓñÍè
6	1	115	0	1						0																æÌºìµ¤
6	1	116	0	1						0																æ±À¶µ¤
6	1	117	0	1						0																ÄÚÆÕÍè
6	1	118	0	1						0																ÄÚ¶¾Íè
6	1	119	0	1						0																ÄÚ±ùÍè
6	1	120	0	1						0																ÄÚ»ðÍè
6	1	121	0	1						0																ÄÚµçÍè
0	10	2	2	3	10000					0																°×Âí
0	10	3	1	3	10000					0																ºÚÂí
0	0	0	0	3	2700					0																Çà·å½£
0	6	1	4	4	3700					0																ÌúÑü´ø
0	0	2	2	3	3000					0																ÅÌ»¨¹÷
0	8	0	2	5	1800					0																½ðË¿ïí
0	0	1	4	3	2700					0																¹íÍ·µ¶
0	8	1	2	5	1800					0																öùÆ¤»¤Íó
0	8	0	2	4	1000					0																ÒøË¿ïí
0	0	3	1	3	3000					0																µã¸ÖÇ¹
0	0	5	1	3	2700					0																ÔÂÑÀ´Ì
0	6	0	3	5	3000					0																öùÆ¤Ñü´ø
0	0	5	3	3	2700					0																ÔÂÑÀ´Ì
0	8	1	2	4	1000					0																òþÆ¤»¤Íó
0	0	2	1	3	3000					0																ÅÌ»¨¹÷
0	5	2	1	5	1600					0																¶ÐÐ¬
6	1	26	0	1						1	25					Vâ L©m MËt TÞch										ÎäÁÖÃØ¼®
6	1	122	0	1		12				0																¸£ÔµÂ¶£¨Ð¡£©
6	1	123	0	1		24				0																¸£ÔµÂ¶£¨ÖÐ£©
6	1	124	0	1		60				0																¸£ÔµÂ¶£¨´ó£©
6	1	37	0	1			20			1	6					Thiªn V­¬ng Chïy Ph¸p. QuyÓn 1										Ðä¼ýÊõ¡¤±©ÓêÀæ»¨
6	1	38	0	1			20			1	6					Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2										ÏÝÚåÊõ¡¤ÂÒ»·»÷
6	1	39	0	1			20			1	3					Thiªn V­¬ng §ao ph¸p.QuyÓn 3										Ì«¼«È­Æ×¡¤¾íÈý
6	1	56	0	1			20			1	3					ThiÕu L©m QuyÒn Ph¸p. QuyÓn 1										Ì«¼«½£Æ×¡¤¾í¶þ
6	1	57	0	1			20			1	3					ThiÕu L©m C«n ph¸p. QuyÓn 2										ÔÆÁú»÷¡¤Ã¬·¨
6	1	58	0	1			20			1	6					ThiÕu L©m §ao ph¸p. QuyÓn 3										Á÷ÐÇ¡¤µ¶·¨
6	1	45	0	1			20			1	6					Phi §ao thuËt. NhiÕp Hån NguyÖt ¶nh										ÌìÍõ´¸·¨¡¤¾íÒ»
6	1	46	0	1			20			1	3					Phi Tiªu thuËt. Cöu Cung Phi Tinh										ÌìÍõÇ¹·¨¡¤¾í¶þ
6	1	27	0	1			20			1	6					Tô TiÔn thuËt. B¹o Vò Lª Hoa										ÌìÍõµ¶·¨¡¤¾íÈý
6	1	28	0	1			20			1	3					H·m TÜnh thuËt.Lo¹n Hoµn KÝch										´äÑÌµ¶·¨
6	1	47	0	1			20			1	3					Ngò §éc Ch­ëng Ph¸p. QuyÓn 1										´äÑÌË«µ¶
6	1	48	0	1			20			1	6					Ngò §éc §ao ph¸p. QuyÓn 2										Ãð½£ÃØ¼®
6	1	49	0	1			20			1	3					Ngò §éc NhiÕp T©m thuËt. QuyÓn 3										¶ëáÒ·ð¹âÕÆÃØ¼®
6	1	42	0	1			20			1	3					DiÖt KiÕm MËt TÞch										·Éµ¶Êõ¡¤Éã»êÔÂÓ°
6	1	43	0	1			20			1	6					Nga Mi  PhËt Quang Ch­ëng MËt TÞch										·ÉïÚÊõ¡¤¾Å¹¬·ÉÐÇ
6	1	59	0	1			20			1	3					Phæ §é MËt TÞch										Îå¶¾ÕÆ·¨¡¤¾íÒ»
6	1	40	0	1			20			1	6					Thóy Yªn §ao ph¸p										Îå¶¾µ¶·¨¡¤¾í¶þ
6	1	41	0	1			20			1	3					Thóy Yªn Song ®ao										Îå¶¾ÉåÐÄÊõ¡¤¾íÈý
6	1	54	0	1			20			1	6					C¸i Bang Ch­ëng Ph¸p										Ô¦·çÊõ
6	1	55	0	1			20			1	6					C¸i Bang C«n ph¸p										Ô¦À×Êõ
6	1	35	0	1			20			1	3					V©n Long KÝch. M©u ph¸p										Ô¦ÐÄÊõ
6	1	36	0	1			20			1	9					L­u Tinh. §ao ph¸p										Éã»ê¡¤×çÖä
6	1	53	0	1			20			1	3					NhiÕp Hån. Chó thuËt										Ø¤°ïÕÆ·¨
6	1	33	0	1			20			1	6					Th¸i Cùc QuyÒn Phæ. QuyÓn 3										Ø¤°ï¹÷·¨
6	1	34	0	1			20			1	6					Th¸i Cùc KiÕm Phæ. QuyÓn 2										ÉÙÁÖÈ­·¨¡¤¾íÒ»
6	1	50	0	1			20			1	6					Ngù Phong thuËt										ÉÙÁÖ¹÷·¨¡¤¾í¶þ
6	1	51	0	1			20			1	3					Ngù L«i thuËt										ÉÙÁÖµ¶·¨¡¤¾íÈý
6	1	52	0	1			20			1	3					Ngù T©m thuËt										ÆÕ¶ÉÃØ¼®
6	1	12	0	1			10			1						Bµn Nh­îc T©m Kinh										°ãÈôÐÄ¾­
0	11	0	0	1			2			1						MÆt n¹ - L¹c Quang							7			Ò×ÈÝÃæ¾ß-Âä¹â
0	11	1	0	1			2			1						MÆt n¹ - Ng©n Nha							7			Ò×ÈÝÃæ¾ß-ÒøÑÀ
0	11	2	0	1			2			1						MÆt n¹ - S­¬ng §ao							7			Ò×ÈÝÃæ¾ß-Ëªµ¶
0	11	3	0	1			2			1						MÆt n¹ - L·nh §ao							7			Ò×ÈÝÃæ¾ß-Àä¹­
0	11	4	0	1			2			1						MÆt n¹ - Hµn Th­¬ng							7			Ò×ÈÝÃæ¾ß-º®Ç¹
0	11	5	0	1			2			1						MÆt n¹ - B«n L«i							7			Ò×ÈÝÃæ¾ß-±¼À×
0	11	6	0	1			2			1						MÆt n¹ - §éc Bé 							7			Ò×ÈÝÃæ¾ß-¶À²½
0	11	7	0	1			2			1						MÆt n¹ - Gi¸ng Chïy							7			Ò×ÈÝÃæ¾ß-½µ´¸
0	11	8	0	1			2			1						MÆt n¹ - XÝch Ch­ëng							7			Ò×ÈÝÃæ¾ß-³àÕÆ
0	11	9	0	1			2			1						MÆt n¹ - Lang Bæng							7			Ò×ÈÝÃæ¾ß-ÀÇ°ô
0	11	10	0	1						1						MÆt n¹ - Tr­¬ng T«ng ChÝnh							7			Ò×ÈÝÃæ¾ß-ÕÅ×ÚÕý
0	11	11	0	1						1						MÆt n¹ - DiÖu Nh­ 							7			Ò×ÈÝÃæ¾ß-ÃîÈç
0	11	12	0	1						1						MÆt n¹ - LiÔu Thanh Thanh							7			Ò×ÈÝÃæ¾ß-ÁøÇàÇà
0	11	13	0	1						1						MÆt n¹ - PhiÕn Kh¸ch							7			Ò×ÈÝÃæ¾ß-ÉÈ¿Í
0	11	14	0	1						1						MÆt n¹ - Lam Y Y							7			Ò×ÈÝÃæ¾ß-À¶ÒÁÒÁ
0	11	15	0	1						1						MÆt n¹ - Cæ B¸ch							7			Ò×ÈÝÃæ¾ß-¹Å°Ø
6	1	130	0	1						1						´ó°×¾ÔÍè£¨ÎÞÓÃÏî£©										´ó°×¾ÔÍè
1	0	0	0	5	3000					0						Cöu ChuyÓn Hoµn Hån ®an										¾Å×ª»¹»êµ¤
1	1	0	0	5	3000					0						¤ ®Çu Hoµn thÇn ®an										Ê×ÎÚ»¹Éñµ¤
1	2	0	0	5	4000					0						Ngò Hoa Ngäc Lé Hoµn										Îå»¨ÓñÂ¶Íè
0	11	16	0	1						1						MÆt n¹ - §¹o Thanh Ch©n Nh©n							7			Ò×ÈÝÃæ¾ß-µÀÇåÕæÈË
0	11	17	0	1						1						MÆt n¹ - Gia LuËt TÞ Ly							7			Ò×ÈÝÃæ¾ß-Ò®ÂÉ±ÙÀë
0	11	18	0	1						1						MÆt n¹ - Hoµn Nhan TuyÕt Y							7			Ò×ÈÝÃæ¾ß-ÍêÑÕÑ©ÒÂ
0	11	19	0	1						1						MÆt n¹ - §oan Méc DuÖ 							7			Ò×ÈÝÃæ¾ß-¶ËÄ¾î£
0	11	20	0	1						1						MÆt n¹ - Chung Linh Tó 							7			Ò×ÈÝÃæ¾ß-ÖÓÁéÐã
0	11	21	0	1						1						MÆt n¹ - Hµ Linh Phiªu							7			Ò×ÈÝÃæ¾ß-ºÎÁ¯Æ®
0	11	22	0	1						1						MÆt n¹ - M¹nh Th­¬ng L­¬ng							7			Ò×ÈÝÃæ¾ß-ÃÏ²×ÀË
6	1	135	0	1	1888888					1						ThiÖp Chóc Phóc										×£¸£¿¨
6	1	136	0	1	1888888					1						ThiÖp Bang Ph¸i 										°ïÅÉ¿¨
6	1	137	0	1	1888888					1						ThiÖp Sinh nhËt 										ÉúÈÕ¿¨
6	1	138	0	1	2999999					1						ThiÖp Hoa Hång										Ãµ¹å¿¨
6	1	139	0	1	1888888					1						ThiÖp Gi¸ng Sinh										Ê¥µ®¿¨
6	1	140	0	1	1888888					1						ThiÖp N¨m míi										ÐÂÄê¿¨
6	1	141	0	1	8888888					1						ThiÖp Vui vÎ 										»¶ÀÖ¿¨²á
6	1	155	0	1	5000					0						Tèng Kim Chiªu th­ 										ËÎ½ðÕ½Ú¯Êé
6	1	159	0	1	5000					0						ChiÕn kú 										Æì±ê
6	1	156	0	1				1000		0						ChiÕn cæ 										Õ½¹Ä
6	1	157	0	1				800		0						LÖnh bµi										ÁîÅÆ
6	1	158	0	1				1500		0						HiÖu gi¸c										Ê¿±øÖ®ºÅ½Ç
6	1	178	0	1				400		0						Tèng Kim Ngo¹i Phæ hoµn										ËÎ½ð×¨ÓÃÍâÆÕÍè
6	1	179	0	1				400		0						Tèng Kim Ngo¹i §éc hoµn										ËÎ½ð×¨ÓÃÍâ¶¾Íè
6	1	180	0	1				400		0						Tèng Kim Ngo¹i B¨ng hoµn										ËÎ½ð×¨ÓÃÍâ±ùÍè
6	1	181	0	1				400		0						Tèng Kim Néi Phæ hoµn										ËÎ½ð×¨ÓÃÄÚÆÕÍè
6	1	182	0	1				400		0						Tèng Kim Néi §éc hoµn										ËÎ½ð×¨ÓÃÄÚ¶¾Íè
6	1	183	0	1				400		0						Tèng Kim Néi B¨ng hoµn										ËÎ½ð×¨ÓÃÄÚ±ùÍè
6	1	184	0	1				400		0						Tèng Kim Néi Háa hoµn										ËÎ½ð×¨ÓÃÄÚ»ðÍè
6	1	185	0	1				400		0						Tèng Kim Néi L«i hoµn										ËÎ½ð×¨ÓÃÄÚµçÍè
6	1	186	0	1				300		0						Tèng Kim Tr­êng MÖnh hoµn										ËÎ½ð×¨ÓÃ³¤ÃüÍè
6	1	187	0	1				300		0						Tèng Kim Gia Bµo hoµn										ËÎ½ð×¨ÓÃ¼ÓÅÜÍè
6	1	188	0	1				300		0						Tèng Kim Cao ThiÓm hoµn										ËÎ½ð×¨ÓÃ¸ßÉÁÍè
6	1	189	0	1				300		0						Tèng Kim Cao Trung hoµn										ËÎ½ð×¨ÓÃ¸ßÖÐÍè
6	1	190	0	1				400		0						Tèng Kim Phi Tèc hoµn										ËÎ½ð×¨ÓÃ·ÉËÙÍè
6	1	191	0	1				300		0						Tèng Kim Phæ Phßng hoµn										ËÎ½ð×¨ÓÃÆÕ·ÀÍè
6	1	192	0	1				300		0						Tèng Kim B¨ng Phßng hoµn										ËÎ½ð×¨ÓÃ±ù·ÀÍè
6	1	193	0	1				300		0						Chuyªn dïng cho Tèng Kim L«i phßng hoµn										ËÎ½ð×¨ÓÃÀ×·ÀÍè
6	1	194	0	1				300		0						Chuyªn dïng cho Tèng Kim Háa phßng hoµn										ËÎ½ð×¨ÓÃ»ð·ÀÍè
6	1	195	0	1				300		0						Chuyªn dïng cho Tèng Kim §éc phßng hoµn										ËÎ½ð×¨ÓÃ¶¾·ÀÍè
6	1	212	0	1				200		0						Bå c©u 										ÐÅ¸ë
6	1	214	0	1				1000		0						Kh¸ng §¬n Chi Gi¸c 										¿¹µ¯Ö®½Ç
6	1	215	0	1				800		0						Cµn Kh«n T¹o Hãa §an (®¹i) 										Ç¬À¤Ôì»¯µ¤£¨´ó£©
6	1	216	0	1				300		0						Cµn Kh«n T¹o Hãa §an (trung) 										Ç¬À¤Ôì»¯µ¤£¨ÖÐ£©
6	1	217	0	1				100		0						Cµn Kh«n T¹o Hãa §an (tiÓu) 										Ç¬À¤Ôì»¯µ¤£¨Ð¡£©
1	0	0	0	5	2000					0						Cöu ChuyÓn Hoµn Hån ®an										¾Å×ª»¹»êµ¤
1	1	0	0	5	2000					0						¤ ®Çu Hoµn thÇn ®an										Ê×ÎÚ»¹Éñµ¤
1	2	0	0	5	3000					0						Ngò Hoa Ngäc Lé Hoµn										Îå»¨ÓñÂ¶Íè
1	4	0	0	5	200					0						Long §µm Hãa §éc ®an										ÁúÑÓ»¯¶¾µ¤
4	507	1	0	1				5000		0						Nh¹c V­¬ng Hån Th¹ch										ÔÀÍõ»êÖ®Ê¯
6	1	236	0	1	3000000					0						ThiÖp  T×nh nh©n										ÇéÈË¿¨
6	0	20	0	1	20000					0						Mai Kh«i Hoa Vò 										Ãµ¹å»¨
6	0	11	0	1	10000					0						Ph¸o Hoa										ÑÌ»¨
0	11	72	0	1	3000000					1						§Çu «ng ®Þa							7			½ÚÈÕÃæ¾ß-´óÍ·ÍÞÍÞ
0	11	73	0	1	3000000					1						Nam S­ 							7			½ÚÈÕÃæ¾ß-ÎèÄÏÊ¨×Ó
0	11	74	0	1	3000000					1						B¾c S­ 							7			½ÚÈÕÃæ¾ß-Îè±±Ê¨×Ó
0	11	75	0	1	2000000					1						MÆt n¹ -  Long Ch©u							7			½ÚÈÕÃæ¾ß-ÎèÁúÖé
0	11	76	0	1	2000000					1						MÆt n¹ -  §Çu Rång							7			½ÚÈÕÃæ¾ß-ÎèÁúÍ·
0	11	77	0	1	2000000					1						MÆt n¹ -  Th©n Rång							7			½ÚÈÕÃæ¾ß-ÎèÁúÉí
0	11	78	0	1	2000000					1						MÆt n¹ -  §u«i Rång							7			½ÚÈÕÃæ¾ß-ÎèÁúÎ²
0	11	27	0	1	2000000					1						MÆt n¹ - TuyÕt B¸o							7			Ò×ÈÝÃæ¾ß-Ñ©±ª
0	11	30	0	1	2000000					1						MÆt n¹ - Thanh Lang							7			Ò×ÈÝÃæ¾ß-ÇàÀÇ
0	11	35	0	1	2000000					1						MÆt n¹ - NhÝm							7			Ò×ÈÝÃæ¾ß-´Ìâ¬
0	11	38	0	1	2000000					1						MÆt n¹ - GÊu n©u							7			Ò×ÈÝÃæ¾ß-×ØÐÜ
0	11	40	0	1	2000000					1						MÆt n¹ - D· Ng­u							7			Ò×ÈÝÃæ¾ß-Ò°Å£
0	11	43	0	1	2000000					1						MÆt n¹ - Nh·n KÝnh M·ng xµ 							7			Ò×ÈÝÃæ¾ß-ÑÛ¾µòþÉß
0	11	47	0	1	5000000					1						MÆt n¹ - Kim §iªu							7			Ò×ÈÝÃæ¾ß-½ðµñ
0	11	54	0	1	2000000					1						MÆt n¹ - Kim Miªu							7			Ò×ÈÝÃæ¾ß-½ðÃ¨
0	11	61	0	1	2000000					1						MÆt n¹ - Kim T¬ HÇu							7			Ò×ÈÝÃæ¾ß-½ðË¿ºï
0	11	65	0	1	2000000					1						MÆt n¹ - H­¬u ®èm							7			Ò×ÈÝÃæ¾ß-Ã·»¨Â¹
0	11	66	0	1	2000000					1						MÆt n¹ - Heo tr¾ng							7			Ò×ÈÝÃæ¾ß-°×Öí
6	1	147	0	1				150		1						HuyÒn Tinh Kho¸ng Th¹ch-PhÈm chÊt: 1										Ðþ¾§¿óÊ¯
6	1	147	0	2				500		1						HuyÒn Tinh Kho¸ng Th¹ch-PhÈm chÊt: 2										Ðþ¾§¿óÊ¯
6	1	147	0	3				2250		1						HuyÒn Tinh Kho¸ng Th¹ch-PhÈm chÊt: 3										Ðþ¾§¿óÊ¯
6	1	147	0	4				9000		1						HuyÒn Tinh Kho¸ng Th¹ch-PhÈm chÊt: 4										Ðþ¾§¿óÊ¯
6	1	147	0	5				35000		1						HuyÒn Tinh Kho¸ng Th¹ch-PhÈm chÊt: 5										Ðþ¾§¿óÊ¯
6	1	147	0	6				120000		1						HuyÒn Tinh Kho¸ng Th¹ch-PhÈm chÊt: 6										Ðþ¾§¿óÊ¯
6	1	149	0	1				100		1						HuyÒn ThiÕt Nguyªn Kho¸ng										ÐþÌúÔ­¿ó
6	1	150	0	1				200		1						Khæng T­íc Nguyªn Th¹ch (Kim) 										¿×È¸Ô­Ê¯
6	1	150	1	1				200		1						Khæng T­íc Nguyªn Th¹ch (Méc) 										¿×È¸Ô­Ê¯
6	1	150	2	1				200		1						Khæng T­íc Nguyªn Th¹ch (Thñy) 										¿×È¸Ô­Ê¯
6	1	150	3	1				200		1						Khæng T­íc Nguyªn Th¹ch (Háa) 										¿×È¸Ô­Ê¯
6	1	150	4	1				200		1						Khæng T­íc Nguyªn Th¹ch (Thæ) 										¿×È¸Ô­Ê¯
6	1	151	0	1				100		1						MËt Ng©n Nguyªn Kho¸ng										ÃØÒøÔ­¿ó
6	1	152	0	1				200		1						Phï Dung Nguyªn Th¹ch (Kim) 										Ü½ÈØÔ­Ê¯
6	1	152	1	1				200		1						Phï Dung Nguyªn Th¹ch (Méc) 										Ü½ÈØÔ­Ê¯
6	1	152	2	1				200		1						Phï Dung Nguyªn Th¹ch (Thñy) 										Ü½ÈØÔ­Ê¯
6	1	152	3	1				200		1						Phï Dung Nguyªn Th¹ch (Háa) 										Ü½ÈØÔ­Ê¯
6	1	152	4	1				200		1						Phï Dung Nguyªn Th¹ch (Thæ) 										Ü½ÈØÔ­Ê¯
6	1	153	0	1				100		1						Chu Sa Nguyªn Kho¸ng										ÖìÉ°Ô­¿ó
6	1	154	0	1				200		1						Chung Nhò Nguyªn Th¹ch (Kim) 										ÖÓÈéÔ­Ê¯
6	1	154	1	1				200		1						Chung Nhò Nguyªn Th¹ch (Méc) 										ÖÓÈéÔ­Ê¯
6	1	154	2	1				200		1						Chung Nhò Nguyªn Th¹ch (Thñy) 										ÖÓÈéÔ­Ê¯
6	1	154	3	1				200		1						Chung Nhò Nguyªn Th¹ch (Háa) 										ÖÓÈéÔ­Ê¯
6	1	154	4	1				200		1						Chung Nhò Nguyªn Th¹ch (Thæ) 										ÖÓÈéÔ­Ê¯
6	1	383	0	1				20000		1	1					§å phæ Hoµng Kim - §Þnh Quèc Thanh Sa Tr­êng Sam		1								»Æ½ðÍ¼Æ×-¶¨¹úÖ®ÇàÉ´³¤ÉÀ
6	1	384	0	1				50000		1	2					§å phæ Hoµng Kim - §Þnh Quèc ¤ Sa Ph¸t Qu¸n		2								»Æ½ðÍ¼Æ×-¶¨¹úÖ®ÎÙÉ°·¢¹Ú
6	1	385	0	1				20000		1	1					§å phæ Hoµng Kim - §Þnh Quèc XÝch Quyªn NhuyÔn Ngoa		1								»Æ½ðÍ¼Æ×-¶¨¹úÖ®³à¾îÈíÑ¥
6	1	386	0	1				20000		1	1					§å phæ Hoµng Kim - §Þnh Quèc Tö §»ng Hé uyÓn		1								»Æ½ðÍ¼Æ×-¶¨¹úÖ®×ÏÌÙ»¤Íó
6	1	387	0	1				20000		1	1					§å phæ Hoµng Kim - §Þnh Quèc Ng©n Tµm Yªu ®¸i		1								»Æ½ðÍ¼Æ×-¶¨¹úÖ®Òø²ÏÑü´ø
6	1	388	0	1				50000		1	2					§å phæ Hoµng Kim - An Bang B¨ng Tinh Th¹ch H¹ng Liªn		2								»Æ½ðÍ¼Æ×-°²°îÖ®±ù¾§Ê¯ÏîÁ´
6	1	389	0	1				20000		1	2					§å phæ Hoµng Kim - An Bang Cóc Hoa Th¹ch ChØ hoµn		2								»Æ½ðÍ¼Æ×-°²°îÖ®¾Õ»¨Ê¯Ö¸»·
6	1	390	0	1				20000		1	2					§å phæ Hoµng Kim - An Bang §iÒn Hoµng Th¹ch Ngäc Béi		2								»Æ½ðÍ¼Æ×-°²°îÖ®Ìï»ÆÊ¯ÓñÅå
